Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(-1+1j),(-1+1j),(1+0j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(805.2166137695312-25.95255470275879j),(353.5364074707031-90.2271957397461j),(2.155917555234587+0.47681041327014156j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(807.4885864257812-46.55126953125j),(350.990478515625-71.65827941894531j),(2.2345384629638696+0.3235754784588542j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(815.6292114257812-52.26844787597656j),(343.4988708496094-64.77189636230469j),(2.320652235959483+0.28542917186900324j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(814.6029052734375-54.513221740722656j),(343.8223876953125-55.69268798828125j),(2.3337057585411545+0.21946542059685029j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(812.0640258789062-55.96110153198242j),(346.9866027832031-55.8320198059082j),(2.306564687283727+0.20986131218889847j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(811.3597412109375-59.933467864990234j),(348.32940673828125-51.71706008911133j),(2.3040446678329456+0.17002569270248744j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(813.98583984375-61.26543045043945j),(347.4237365722656-49.70463943481445j),(2.320649107521473+0.1556646567307588j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(807.933349609375-68.60569763183594j),(350.0332336425781-42.83501052856445j),(2.2977372790451054+0.08518591962723035j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(809.8192138671875-66.12352752685547j),(349.1530456542969-46.024784088134766j),(2.3043060840197365+0.1143672179295991j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(807.6423950195312-57.16944885253906j),(351.00213623046875-38.80283737182617j),(2.2909691169061537+0.09038877528031586j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(808.830810546875-56.245121002197266j),(351.9270935058594-40.0442008972168j),(2.286867671390241+0.10039200762960207j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(807.4910278320312-60.127254486083984j),(354.091552734375-36.643226623535156j),(2.273681568207699+0.06548525178995174j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(809.5350952148438-59.342140197753906j),(351.4174499511719-37.73445129394531j),(2.29529565526193+0.0775988270210278j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(808.4035034179688-62.878562927246094j),(353.3547668457031-33.69683074951172j),(2.2839944857832895+0.03986025947447251j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(806.8043212890625-39.54883575439453j),(356.39031982421875-29.514842987060547j),(2.2575290912120614+0.07598910353347534j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(805.4121704101562-39.21746063232422j),(356.9078369140625-28.513423919677734j),(2.2510503118491085+0.0699555700144628j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(805.7442626953125-41.754486083984375j),(357.3834228515625-27.504234313964844j),(2.250229076320549+0.056343804451154465j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(806.2548217773438-42.80956268310547j),(357.6881408691406-26.354759216308594j),(2.250671823093063+0.04614732612977881j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(802.3042602539062-41.4549560546875j),(360.4934997558594-27.5850830078125j),(2.2213646224651455+0.05498454607380043j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(803.691650390625-40.86766815185547j),(359.34222412109375-27.038997650146484j),(2.2324808382845758+0.05425573361495143j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(804.3955688476562-1.2396316528320312j),(360.92791748046875-9.629111289978027j),(2.227193995394165+0.05598421794092068j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(801.7394409179688-2.4621849060058594j),(363.31396484375-9.841763496398926j),(2.2053052647912423+0.05296220296874165j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(799.7669677734375-2.532611846923828j),(365.09893798828125-8.50284481048584j),(2.1895225892291683+0.0440553429899629j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(799.058837890625-1.5028419494628906j),(366.27313232421875-9.570612907409668j),(2.180211472371077+0.052865242902268j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(797.0751953125-1.025033950805664j),(368.0347900390625-8.877300262451172j),(2.1645682620467595+0.04942600249292956j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.97998046875-1.7727184295654297j),(368.1213684082031-8.987421989440918j),(2.1583904955622044+0.047879990906982195j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(795.5640258789062-12.585380554199219j),(370.24322509765625-12.722249984741211j),(2.147393049186484+0.03979624645166851j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.6428833007812-13.814567565917969j),(368.7257385253906-11.82351303100586j),(2.154092033264642+0.03160714439404372j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(793.6244506835938-16.374095916748047j),(371.05322265625-7.645910263061523j),(2.138843779081122-5.575565423822597e-05j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(793.7139282226562-15.134614944458008j),(371.16552734375-10.442703247070312j),(2.137891476253424+0.019373435264740918j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.562255859375-18.91762351989746j),(369.9034118652344-6.08694314956665j),(2.1482861444659425-0.015790954346913723j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.9723510742188-36.20954132080078j),(369.4217529296875-18.72122573852539j),(2.151379136119641+0.011008862102451295j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.9880981445312-37.261810302734375j),(368.2118835449219-14.920147895812988j),(2.159605283121167-0.013688260230668454j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.870361328125-40.90966033935547j),(368.6679992675781-12.214862823486328j),(2.157368404018708-0.039487292776874246j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
(794.1162109375-46.37782287597656j),(370.0967102050781-8.761012077331543j),(2.147462237192981-0.07447750687932822j),(-0.09963270993545563-0.3756907765688753j),(0.062339453996637685-0.00034007697690846377j),0.03816813609946085,0.06158094574229446,40,impedance,24,2008.0
