Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(-1+1j),(-1+1j),(1+0j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(820.6094970703125-36.23455047607422j),(337.0914611816406-82.9207763671875j),(2.3204145178633437+0.4633045948164565j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(827.2421875-48.23122787475586j),(330.6315612792969-70.01371765136719j),(2.424192647592199+0.36746495469515333j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(827.1934814453125-56.195716857910156j),(330.8086242675781-61.73442459106445j),(2.4470021712116985+0.28677775364826635j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(824.9295043945312-53.241477966308594j),(332.68267822265625-57.62901306152344j),(2.434304977711638+0.2616460702282485j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(824.9591674804688-62.825408935546875j),(333.5610046386719-49.79308319091797j),(2.4467809413248753+0.176901248063198j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(824.055908203125-61.66999053955078j),(335.27301025390625-50.34455490112305j),(2.4306787628714024+0.18105080942498905j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(822.727294921875-66.03501892089844j),(334.7919006347656-44.279136657714844j),(2.440820169245567+0.1255776822268409j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(822.4074096679688-65.79927062988281j),(338.4878845214844-44.111297607421875j),(2.4139871837475755+0.12019584249056443j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(821.6346435546875-65.82272338867188j),(337.3775939941406-43.389068603515625j),(2.420414631983808+0.1161808425490975j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(821.9317626953125-60.499916076660156j),(337.5492858886719-36.7155876159668j),(2.425793226815918+0.08462322059285719j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(819.4171142578125-59.57415008544922j),(340.52899169921875-36.2461051940918j),(2.397762127278796+0.08027330675695321j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(822.7410278320312-61.60417556762695j),(340.694091796875-36.04493713378906j),(2.4070838358567155+0.07384633481283914j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(817.8121337890625-60.69928741455078j),(339.4906005859375-36.08020782470703j),(2.4008237875464316+0.07635832552030465j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
(821.7554321289062-61.28196716308594j),(339.87188720703125-37.11532974243164j),(2.408803081724936+0.08274162870843879j),(-0.43892624830326377-0.107298295835479j),(0.07006937798290404-0.00047998469078178944j),0.04466870036616091,0.06945627304536996,40,impedance,24,2008.0
