Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(641.7734375-13.882658004760742j),(516.898681640625-104.69268798828125j),(1.197884157285429+0.21576192449561582j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(810.7418823242188-38.868812561035156j),(345.44146728515625-80.02973937988281j),(2.252161312751339+0.4092475389563169j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(813.673583984375-42.631103515625j),(344.1472473144531-76.89897918701172j),(2.278247153595212+0.3851949360804742j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(806.3294067382812-50.92262268066406j),(353.1866455078125-67.70503997802734j),(2.2287491907239656+0.28306543197451295j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(805.0181274414062-50.3015251159668j),(354.9661560058594-61.880409240722656j),(2.2249597161571444+0.2461640108092927j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(804.2772827148438-53.93603515625j),(355.3029479980469-58.21568298339844j),(2.228679185757202+0.21336171349162725j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(803.3150634765625-60.01893615722656j),(356.0285949707031-52.003231048583984j),(2.233297980329909+0.15762715553458187j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(802.2928466796875-62.37166213989258j),(358.4185791015625-49.10614013671875j),(2.220583364797297+0.13021818197623253j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(803.09326171875-64.6004409790039j),(357.20166015625-47.507843017578125j),(2.232847336876597+0.11611737684926633j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(801.601318359375-66.01296997070312j),(358.37969970703125-45.60102462768555j),(2.224164807942986+0.09880923568294876j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(798.9409790039062-58.774383544921875j),(361.40875244140625-36.26011657714844j),(2.2047528392388562+0.05857691958666748j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(798.2359619140625-61.14006042480469j),(362.46929931640625-35.53668975830078j),(2.1976303755161846+0.04678037137299844j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
(799.9090576171875-57.21775817871094j),(361.5245666503906-38.74198913574219j),(2.204246613453071+0.0779452982497725j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382606j),0.06123359021000344,0.0785415394665875,40,impedance,24,2008.0
